Date_of_Journey,Airline,Source,Destination,Product,Customer,Revenue
2021-05-25,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475759.79817711713
2021-05-26,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472770.1123296456
2021-05-27,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481730.0015507273
2021-05-28,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476987.4280915798
2021-05-29,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,462429.22556848486
2021-05-30,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478769.8227387819
2021-05-31,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,468663.1873137209
2021-06-01,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475865.8497634987
2021-06-02,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472876.31904130016
2021-06-03,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481836.3633876554
2021-06-04,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477093.94505376986
2021-06-05,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,462535.89765590895
2021-06-06,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478876.64995141746
2021-06-07,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,468770.16965163127
2021-06-08,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475972.9872266562
2021-06-09,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472983.4565044398
2021-06-10,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481943.50085076346
2021-06-11,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477201.08251689427
2021-06-12,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,462643.0351190382
2021-06-13,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478983.78741458984
2021-06-14,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,468877.72149168723
2021-06-15,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476080.9534435961
2021-06-16,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473091.837098253
2021-06-17,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482052.2958215299
2021-06-18,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477310.2918645621
2021-06-19,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,462752.6588435726
2021-06-20,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479093.82551598997
2021-06-21,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,468987.75959309033
2021-06-22,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476190.9915450252
2021-06-23,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473201.8751997137
2021-06-24,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482162.3339229224
2021-06-25,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477420.3299659664
2021-06-26,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,462862.7933438591
2021-06-27,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479204.05641519115
2021-06-28,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,469098.08689116617
2021-06-29,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476301.4152419524
2021-06-30,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473312.3952955414
2021-07-01,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482272.9504176544
2021-07-02,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477531.0428596004
2021-07-03,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,462973.5062375143
2021-07-04,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479314.76930882083
2021-07-05,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,469208.79978479893
2021-07-06,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476412.12813560636
2021-07-07,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473425.3667411278
2021-07-08,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482388.1804151515
2021-07-09,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477648.53140900517
2021-07-10,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,463093.25333886145
2021-07-11,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479436.774962138
2021-07-12,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,469333.0639900565
2021-07-13,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476538.6508927941
2021-07-14,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473551.88949830213
2021-07-15,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482514.7031723835
2021-07-16,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477775.0541662432
2021-07-17,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,463219.77609607903
2021-07-18,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479563.29771935113
2021-07-19,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,469459.67761369795
2021-07-20,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476665.3553828774
2021-07-21,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473678.6848548141
2021-07-22,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482641.58939534816
2021-07-23,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477902.0312555656
2021-07-24,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,463346.8440518689
2021-07-25,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479690.4565415502
2021-07-26,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,469586.83643591806
2021-07-27,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476792.5142050717
2021-07-28,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473805.84367701894
2021-07-29,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482768.7482175214
2021-07-30,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478029.1900778426
2021-07-31,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,463474.10885198566
2021-08-01,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479817.8273195744
2021-08-02,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,469714.313191838
2021-08-03,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476920.0969388961
2021-08-04,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473933.53238877305
2021-08-05,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482896.5429071466
2021-08-06,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478157.09074532706
2021-08-07,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,463602.00951946236
2021-08-08,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479945.7279870545
2021-08-09,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,469842.2138593112
2021-08-10,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477047.9976063769
2021-08-11,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474061.4332262002
2021-08-12,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483024.44391455734
2021-08-13,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478284.99192271876
2021-08-14,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,463729.91086684435
2021-08-15,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480073.62950437336
2021-08-16,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,469970.1155465991
2021-08-17,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477175.89946363645
2021-08-18,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474189.33508344623
2021-08-19,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483152.3457718135
2021-08-20,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478412.8937799452
2021-08-21,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,463857.81272407563
2021-08-22,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480201.5313616371
2021-08-23,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,470098.0188646396
2021-08-24,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477303.8042424237
2021-08-25,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474317.24132297933
2021-08-26,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483280.25347212644
2021-08-27,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478540.8029409907
2021-08-28,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,463985.723345948
2021-08-29,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480329.4434442584
2021-08-30,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,470225.9309472434
2021-08-31,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477431.7163250585
2021-09-01,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474445.1534056506
2021-09-02,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483408.16555477545
2021-09-03,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478668.71505266306
2021-09-04,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,464113.6354865865
2021-09-05,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480457.35561392666
2021-09-06,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,470353.8431459326
2021-09-07,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477559.6285527148
2021-09-08,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474573.0656623333
2021-09-09,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483536.07784044225
2021-09-10,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478796.62733834604
2021-09-11,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,464241.5477723325
2021-09-12,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480585.2678996577
2021-09-13,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,470481.75543164625
2021-09-14,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477687.54083846434
2021-09-15,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474700.97791379906
2021-09-16,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483663.9900576534
2021-09-17,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478924.53952129505
2021-09-18,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,464369.4599209251
2021-09-19,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480713.18001400906
2021-09-20,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,470609.6675117366
2021-09-21,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477815.4528842922
2021-09-22,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474828.889959585
2021-09-23,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483791.9021034494
2021-09-24,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479052.45156710304
2021-09-25,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,464497.37196675426
2021-09-26,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480841.09205983387
2021-09-27,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,470737.5795690665
2021-09-28,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477943.3649531579
2021-09-29,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474956.8020400073
2021-09-30,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483919.814195424
2021-10-01,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479180.36367057665
2021-10-02,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,464625.2840817823
2021-10-03,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480969.0041863415
2021-10-04,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,470865.4916956052
2021-10-05,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478071.2770796892
2021-10-06,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475084.71416652086
2021-10-07,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,484047.72632190597
2021-10-08,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479308.2757824106
2021-10-09,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,464753.19617886515
2021-10-10,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481096.9162687573
2021-10-11,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,470993.4037633161
2021-10-12,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478199.18913267
2021-10-13,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475212.6262048562
2021-10-14,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,484175.6383455106
2021-10-15,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479436.1878060212
2021-10-16,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,464881.1082024553
2021-10-17,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481224.828292322
2021-10-18,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471121.3157868838
2021-10-19,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478327.1011562636
2021-10-20,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475340.5382318039
2021-10-21,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,484303.55037587794
2021-10-22,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479564.09983976395
2021-10-23,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,465009.0202396372
2021-10-24,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481352.7403329338
2021-10-25,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471249.22783087275
2021-10-26,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478455.0132036319
2021-10-27,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475468.4502791828
2021-10-28,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,484431.46242327127
2021-10-29,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479692.0118871692
2021-10-30,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,465136.93228703475
2021-10-31,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481480.6523803348
2021-11-01,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471377.1398782867
2021-11-02,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478582.9252510572
2021-11-03,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475596.3623266031
2021-11-04,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,484559.37447066617
2021-11-05,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479819.9239345329
2021-11-06,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,465264.8443344322
2021-11-07,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481608.5644277358
2021-11-08,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471505.05192568083
2021-11-09,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478710.83729845396
2021-11-10,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475724.2743739863
2021-11-11,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,484687.28651810554
2021-11-12,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479947.83598197985
2021-11-13,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,465392.7563818587
2021-11-14,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481736.47647513
2021-11-15,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471632.9639730976
2021-11-16,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478838.74934585067
2021-11-17,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475852.1864214065
2021-11-18,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,484815.1985654528
2021-11-19,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480075.74802934343
2021-11-20,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,465520.66842925624
2021-11-21,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481864.388522531
2021-11-22,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471760.87602049176
2021-11-23,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478966.6613932474
2021-11-24,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,475980.0984687854
2021-11-25,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,484943.11061289225
2021-11-26,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480203.6600767945
2021-11-27,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,465648.5804766537
2021-11-28,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481992.30056994257
2021-11-29,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,471888.7880679057
2021-11-30,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479094.5734406726
2021-12-01,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476108.01051621
2021-12-02,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,485071.0226603316
2021-12-03,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480331.57212419977
2021-12-04,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,465776.4925240512
2021-12-05,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482120.2126173542
2021-12-06,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472016.70011529984
2021-12-07,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479222.4854880457
2021-12-08,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476235.9225635889
2021-12-09,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,485198.93470772495
2021-12-10,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480459.4841716051
2021-12-11,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,465904.4045714778
2021-12-12,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482248.12466473784
2021-12-13,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472144.61216269404
2021-12-14,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479350.397535471
2021-12-15,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476363.83461100917
2021-12-16,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,485326.8467551184
2021-12-17,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480587.3962189687
2021-12-18,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,466032.31661884626
2021-12-19,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482376.03671213886
2021-12-20,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472272.524210108
2021-12-21,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479478.3095828678
2021-12-22,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476491.7466584294
2021-12-23,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,485454.75880251324
2021-12-24,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480715.3082664156
2021-12-25,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,466160.2286662728
2021-12-26,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482503.9487595504
2021-12-27,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472400.4362575021
2021-12-28,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479606.22163029783
2021-12-29,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476619.6587058496
2021-12-30,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,485582.6708499526
2021-12-31,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480843.2203137792
2022-01-01,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,466288.14071367023
2022-01-02,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482631.860806962
2022-01-03,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472528.3483049189
2022-01-04,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479734.13367766613
2022-01-05,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476747.5707532285
2022-01-06,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,485710.5828972999
2022-01-07,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480971.13236114284
2022-01-08,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,466416.05276106775
2022-01-09,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482759.7728543736
2022-01-10,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472656.26035232295
2022-01-11,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479862.0457250913
2022-01-12,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,476875.4828006487
2022-01-13,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,485838.4949447393
2022-01-14,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481099.0444085939
2022-01-15,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,466543.9648084653
2022-01-16,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482887.6849017746
2022-01-17,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472784.172399727
2022-01-18,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,479989.9577725165
2022-01-19,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477003.39484803204
2022-01-20,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,485966.4069921327
2022-01-21,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481226.9564559992
2022-01-22,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,466671.8768558918
2022-01-23,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483015.59694919694
2022-01-24,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,472912.08444713394
2022-01-25,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480117.8698198848
2022-01-26,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477131.30689545226
2022-01-27,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,486094.31903952605
2022-01-28,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481354.8685034045
2022-01-29,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,466799.7889033183
2022-01-30,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483143.5089965699
2022-01-31,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473039.996494538
2022-02-01,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480245.78186731
2022-02-02,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477259.21894283115
2022-02-03,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,486222.2310869194
2022-02-04,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481482.7805508139
2022-02-05,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,466927.70095068676
2022-02-06,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483271.4210439815
2022-02-07,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473167.908541942
2022-02-08,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480373.6939147067
2022-02-09,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477387.1309902927
2022-02-10,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,486350.14313436026
2022-02-11,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481610.69259826076
2022-02-12,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467055.61299811327
2022-02-13,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483399.3330913931
2022-02-14,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473295.820589346
2022-02-15,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480501.60596210836
2022-02-16,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477515.04303767154
2022-02-17,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,486478.0551817536
2022-02-18,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481738.6046456244
2022-02-19,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467183.5250455108
2022-02-20,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483527.2451388047
2022-02-21,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473423.7326367402
2022-02-22,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480629.5180095051
2022-02-23,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477642.95508505043
2022-02-24,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,486605.967229147
2022-02-25,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481866.51669302967
2022-02-26,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467311.4370929083
2022-02-27,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483655.1571861777
2022-02-28,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473551.64468415413
2022-03-01,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480757.4300569303
2022-03-02,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477770.86713251204
2022-03-03,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,486733.8792765419
2022-03-04,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481994.42874043505
2022-03-05,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467439.3491403058
2022-03-06,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483783.06923357875
2022-03-07,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473679.5567315483
2022-03-08,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,480885.34210432705
2022-03-09,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,477898.77917985397
2022-03-10,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,486861.79132398125
2022-03-11,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482122.3407878403
2022-03-12,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467567.26118773234
2022-03-13,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,483910.98128100095
2022-03-14,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473807.46877896506
2022-03-15,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481013.2541517238
2022-03-16,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478026.6912272742
2022-03-17,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,486989.70337132853
2022-03-18,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482250.25283520395
2022-03-19,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467695.1732351008
2022-03-20,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,484038.89332840196
2022-03-21,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,473935.3808263691
2022-03-22,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481141.1661991205
2022-03-23,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,478154.6032746531
2022-03-24,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,487117.6154187679
2022-03-25,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,482378.16488265496
2022-03-26,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,467823.0852825273
2022-03-27,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,484166.8053758135
2022-03-28,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,474063.29287377314
2022-03-29,FlyDubai,Chennai,Dubai,Economy,Rare Flyer,481269.0782465457
